candidate_id,race_id,district_id,year,state,district,candidate_name,party,candidate_votes,total_votes,FEC_candidate_id,CAND_ICI,TTL_DISB
2012_H2OK03081,OK_3_2012,OK_3,2012,OKLAHOMA,3,TIMOTHY RAY MURRAY,Democrat,53472,268003,H2OK03081,C,507.61
2014_H4OK06056,OK_3_2014,OK_3,2014,OKLAHOMA,3,FRANK D LUCAS,Republican,133335,169605,H4OK06056,I,1254509.07
GEN_000900,OK_3_2014,OK_3,2014,OKLAHOMA,3,FRANKIE ROBBINS,Democrat,36270,169605,,,
2016_H4OK06056,OK_3_2016,OK_3,2016,OKLAHOMA,3,FRANK D LUCAS,Republican,227525,290615,H4OK06056,I,1091333.37
GEN_001266,OK_3_2016,OK_3,2016,OKLAHOMA,3,FRANKIE ROBBINS,Democrat,63090,290615,,,
GEN_001557,OK_3_2018,OK_3,2018,OKLAHOMA,3,FRANKIE ROBBINS,Democrat,61152,234065,,,
2018_H4OK06056,OK_3_2018,OK_3,2018,OKLAHOMA,3,FRANK D LUCAS,Republican,172913,234065,H4OK06056,I,1038306.04
2020_H4OK06056,OK_3_2020,OK_3,2020,OKLAHOMA,3,FRANK D LUCAS,Republican,242677,309178,H4OK06056,I,1045125.94
GEN_001885,OK_3_2020,OK_3,2020,OKLAHOMA,3,ZOE MIDYETT,Democrat,66501,309178,,,
2010_H2OK04055,OK_4_2010,OK_4,2010,OKLAHOMA,4,TOM COLE,Republican,1,1,H2OK04055,I,657762.09
2012_H2OK04139,OK_4_2012,OK_4,2012,OKLAHOMA,4,DONNA MARIE BEBO,Democrat,71846,260331,H2OK04139,C,35892.51
GEN_000611,OK_4_2012,OK_4,2012,OKLAHOMA,4,R J HARRIS,Other,11745,260331,,,
2012_H2OK04055,OK_4_2012,OK_4,2012,OKLAHOMA,4,TOM COLE,Republican,176740,260331,H2OK04055,I,773950.43
GEN_000901,OK_4_2014,OK_4,2014,OKLAHOMA,4,BERT SMITH,Democrat,40998,166268,,,
2014_H2OK04055,OK_4_2014,OK_4,2014,OKLAHOMA,4,TOM COLE,Republican,117721,166268,H2OK04055,I,1147516.86
GEN_000902,OK_4_2014,OK_4,2014,OKLAHOMA,4,DENNIS B JOHNSON,Other,7549,166268,,,
2016_H2OK04055,OK_4_2016,OK_4,2016,OKLAHOMA,4,TOM COLE,Republican,204143,293189,H2OK04055,I,1529341.82
GEN_001268,OK_4_2016,OK_4,2016,OKLAHOMA,4,SEVIER WHITE,Other,12574,293189,,,
GEN_001267,OK_4_2016,OK_4,2016,OKLAHOMA,4,CHRISTINA OWEN,Democrat,76472,293189,,,
GEN_001558,OK_4_2018,OK_4,2018,OKLAHOMA,4,MARY BRANNON,Democrat,78088,236638,,,
2018_H2OK04055,OK_4_2018,OK_4,2018,OKLAHOMA,4,TOM COLE,Republican,149227,236638,H2OK04055,I,1995074.47
GEN_001559,OK_4_2018,OK_4,2018,OKLAHOMA,4,RUBY PETERS,Other,9323,236638,,,
2020_H2OK04055,OK_4_2020,OK_4,2020,OKLAHOMA,4,TOM COLE,Republican,213096,314358,H2OK04055,I,1757230.27
2020_H8OK04094,OK_4_2020,OK_4,2020,OKLAHOMA,4,MARY BRANNON,Democrat,90459,314358,H8OK04094,C,6638.97
GEN_001886,OK_4_2020,OK_4,2020,OKLAHOMA,4,BOB WHITE,Other,10803,314358,,,
GEN_000268,OK_5_2010,OK_5,2010,OKLAHOMA,5,CLARK DUFFE,Other,3067,197105,,,
2010_H0OK05148,OK_5_2010,OK_5,2010,OKLAHOMA,5,BILLY COYLE,Democrat,68074,197105,H0OK05148,O,358550.45
2010_H0OK05163,OK_5_2010,OK_5,2010,OKLAHOMA,5,DAVE WHITE,Other,2728,197105,H0OK05163,O,32253.0
2010_H0OK05114,OK_5_2010,OK_5,2010,OKLAHOMA,5,JAMES LANKFORD,Republican,123236,197105,H0OK05114,O,1156646.91
GEN_000613,OK_5_2012,OK_5,2012,OKLAHOMA,5,ROBERT T MURPHY,Other,5176,261677,,,
2012_H0OK05114,OK_5_2012,OK_5,2012,OKLAHOMA,5,JAMES LANKFORD,Republican,153603,261677,H0OK05114,I,815426.72
2012_H0OK05155,OK_5_2012,OK_5,2012,OKLAHOMA,5,TOM GUILD,Democrat,97504,261677,H0OK05155,C,151632.72
GEN_000612,OK_5_2012,OK_5,2012,OKLAHOMA,5,PAT MARTIN,Other,5394,261677,,,
2014_H4OK05132,OK_5_2014,OK_5,2014,OKLAHOMA,5,STEVE RUSSELL,Republican,95632,159133,H4OK05132,O,845632.21
GEN_000905,OK_5_2014,OK_5,2014,OKLAHOMA,5,TOM BOGGS,Other,2065,159133,,,
GEN_000904,OK_5_2014,OK_5,2014,OKLAHOMA,5,ROBERT T MURPHY,Other,2176,159133,,,
2014_H4OK05124,OK_5_2014,OK_5,2014,OKLAHOMA,5,AL MCAFFREY,Democrat,57790,159133,H4OK05124,O,176109.98
GEN_000903,OK_5_2014,OK_5,2014,OKLAHOMA,5,BUDDY RAY,Other,1470,159133,,,
2016_H6OK05251,OK_5_2016,OK_5,2016,OKLAHOMA,5,AL MCAFFREY,Democrat,103273,280570,H6OK05251,C,67794.59
2016_H4OK05132,OK_5_2016,OK_5,2016,OKLAHOMA,5,STEVE RUSSELL,Republican,160184,280570,H4OK05132,I,847767.97
GEN_001269,OK_5_2016,OK_5,2016,OKLAHOMA,5,ZACHARY KNIGHT,Other,17113,280570,,,
2018_H8OK05109,OK_5_2018,OK_5,2018,OKLAHOMA,5,KENDRA HORN,Democrat,121149,238960,H8OK05109,C,1184293.99
2018_H4OK05132,OK_5_2018,OK_5,2018,OKLAHOMA,5,STEVE RUSSELL,Republican,117811,238960,H4OK05132,I,891903.25
2020_H8OK05109,OK_5_2020,OK_5,2020,OKLAHOMA,5,KENDRA S HORN,Democrat,145658,303849,H8OK05109,I,5976536.82
2020_H0OK05205,OK_5_2020,OK_5,2020,OKLAHOMA,5,STEPHANIE BICE,Republican,158191,303849,H0OK05205,C,3567879.35
2010_H0OR01095,OR_1_2010,OR_1,2010,OREGON,1,ROB CORNILLES,Republican,122858,292909,H0OR01095,C,1012868.46
GEN_000270,OR_1_2010,OR_1,2010,OREGON,1,DON LAMUNYON,Other,3855,292909,,,
GEN_000271,OR_1_2010,OR_1,2010,OREGON,1,H JOE TABOR,Other,2492,292909,,,
GEN_000269,OR_1_2010,OR_1,2010,OREGON,1,CHRIS HENRY,Other,2955,292909,,,
2010_H8OR01072,OR_1_2010,OR_1,2010,OREGON,1,DAVID WU,Democrat,160357,292909,H8OR01072,I,1824957.12
GEN_000614,OR_1_2012,OR_1,2012,OREGON,1,BOB EKSTROM,Other,8918,331980,,,
2012_H2OR01190,OR_1_2012,OR_1,2012,OREGON,1,DELINDA MORGAN,Republican,109699,331980,H2OR01190,C,26937.97
2012_H2OR01133,OR_1_2012,OR_1,2012,OREGON,1,SUZANNE BONAMICI,Democrat,197845,331980,H2OR01133,I,2286046.2
GEN_000615,OR_1_2012,OR_1,2012,OREGON,1,STEVEN REYNOLDS,Other,15009,331980,,,
2014_H2OR01133,OR_1_2014,OR_1,2014,OREGON,1,SUZANNE BONAMICI,Democrat,160038,279253,H2OR01133,I,947313.66
GEN_000906,OR_1_2014,OR_1,2014,OREGON,1,JAMES FOSTER,Other,11213,279253,,,
2014_H4OR01113,OR_1_2014,OR_1,2014,OREGON,1,JASON YATES,Republican,96245,279253,H4OR01113,C,22238.0
GEN_000907,OR_1_2014,OR_1,2014,OREGON,1,STEVEN C REYNOLDS,Other,11163,279253,,,
2016_H2OR01133,OR_1_2016,OR_1,2016,OREGON,1,SUZANNE BONAMICI,Democrat,225391,378095,H2OR01133,I,941672.71
GEN_001270,OR_1_2016,OR_1,2016,OREGON,1,BRIAN J HEINRICH,Republican,139756,378095,,,
GEN_001271,OR_1_2016,OR_1,2016,OREGON,1,KYLE SHEAHAN,Other,12257,378095,,,
GEN_001560,OR_1_2018,OR_1,2018,OREGON,1,DREW A LAYDA,Other,15121,363249,,,
GEN_001561,OR_1_2018,OR_1,2018,OREGON,1,JOHN VERBEEK,Republican,116446,363249,,,
2018_H2OR01133,OR_1_2018,OR_1,2018,OREGON,1,SUZANNE BONAMICI,Democrat,231198,363249,H2OR01133,I,849466.22
2020_H0OR01194,OR_1_2020,OR_1,2020,OREGON,1,CHRISTOPHER C CHRISTENSEN,Republican,161928,459899,H0OR01194,C,771.77
2020_H2OR01133,OR_1_2020,OR_1,2020,OREGON,1,SUZANNE BONAMICI,Democrat,297071,459899,H2OR01133,I,867300.6
2010_H0OR02093,OR_2_2010,OR_2,2010,OREGON,2,JOYCE B SEGERS,Democrat,72173,279037,H0OR02093,C,34447.83
2010_H6OR02116,OR_2_2010,OR_2,2010,OREGON,2,GREG WALDEN,Republican,206245,279037,H6OR02116,I,1657952.55
2012_H6OR02116,OR_2_2012,OR_2,2012,OREGON,2,GREG WALDEN,Republican,228043,332255,H6OR02116,I,2395607.96
2012_H0OR02093,OR_2_2012,OR_2,2012,OREGON,2,JOYCE B SEGERS,Democrat,96741,332255,H0OR02093,C,34401.22
GEN_000616,OR_2_2012,OR_2,2012,OREGON,2,JOE TABOR,Other,7025,332255,,,
GEN_000908,OR_2_2014,OR_2,2014,OREGON,2,SHARON L DURBIN,Other,10491,287425,,,
2014_H6OR02116,OR_2_2014,OR_2,2014,OREGON,2,GREG WALDEN,Republican,202374,287425,H6OR02116,I,3463666.18
2014_H4OR02178,OR_2_2014,OR_2,2014,OREGON,2,AELEA CHRISTOFFERSON,Democrat,73785,287425,H4OR02178,C,134511.77
GEN_001272,OR_2_2016,OR_2,2016,OREGON,2,"JAMES ""JIM"" CRARY",Democrat,106640,380739,,,
2016_H6OR02116,OR_2_2016,OR_2,2016,OREGON,2,GREG WALDEN,Republican,272952,380739,H6OR02116,I,3328855.23
2018_H6OR02116,OR_2_2018,OR_2,2018,OREGON,2,GREG WALDEN,Republican,207597,368709,H6OR02116,I,4933476.93
GEN_001562,OR_2_2018,OR_2,2018,OREGON,2,JAMIE MCLEOD-SKINNER,Democrat,145298,368709,,,
GEN_001563,OR_2_2018,OR_2,2018,OREGON,2,MARK R ROBERTS,Other,15536,368709,,,
2020_H0OR02127,OR_2_2020,OR_2,2020,OREGON,2,CLIFF BENTZ,Republican,273835,457433,H0OR02127,O,1363581.04
GEN_001887,OR_2_2020,OR_2,2020,OREGON,2,ROBERT WERCH,Other,14094,457433,,,
2020_H0OR02267,OR_2_2020,OR_2,2020,OREGON,2,ALEX SPENSER,Democrat,168881,457433,H0OR02267,O,25524.55
2010_H6OR03064,OR_3_2010,OR_3,2010,OREGON,3,EARL BLUMENAUER,Democrat,193104,275802,H6OR03064,I,1230380.37
2010_H8OR03045,OR_3_2010,OR_3,2010,OREGON,3,DELIA LOPEZ,Republican,67714,275802,H8OR03045,C,133519.02
2010_H0OR03117,OR_3_2010,OR_3,2010,OREGON,3,JEFF LAWRENCE,Other,8380,275802,H0OR03117,C,23356.0
GEN_000272,OR_3_2010,OR_3,2010,OREGON,3,MICHAEL MEO,Other,6197,275802,,,
GEN_000617,OR_3_2012,OR_3,2012,OREGON,3,MICHAEL CLINE,Other,6640,355875,,,
GEN_000618,OR_3_2012,OR_3,2012,OREGON,3,WOODROW BROADNAX,Other,13159,355875,,,
2012_H6OR03064,OR_3_2012,OR_3,2012,OREGON,3,EARL BLUMENAUER,Democrat,264979,355875,H6OR03064,I,981705.69
2012_H2OR03105,OR_3_2012,OR_3,2012,OREGON,3,RONALD GREEN,Republican,70325,355875,H2OR03105,C,16870.57
2014_H6OR03064,OR_3_2014,OR_3,2014,OREGON,3,EARL BLUMENAUER,Democrat,211748,292757,H6OR03064,I,1177555.29
2014_H4OR03101,OR_3_2014,OR_3,2014,OREGON,3,JAMES BUCHAL,Republican,57424,292757,H4OR03101,C,8377.55
GEN_000910,OR_3_2014,OR_3,2014,OREGON,3,JEFFREY J LANGAN,Other,6381,292757,,,
GEN_000909,OR_3_2014,OR_3,2014,OREGON,3,DAVID WALKER,Other,4009,292757,,,
GEN_000911,OR_3_2014,OR_3,2014,OREGON,3,MICHAEL MEO,Other,12106,292757,,,
GEN_001274,OR_3_2016,OR_3,2016,OREGON,3,DAVID W WALKER,Other,78154,382355,,,
GEN_001273,OR_3_2016,OR_3,2016,OREGON,3,DAVID DELK,Other,27978,382355,,,
2016_H6OR03064,OR_3_2016,OR_3,2016,OREGON,3,EARL BLUMENAUER,Democrat,274687,382355,H6OR03064,I,1136839.04
GEN_001564,OR_3_2018,OR_3,2018,OREGON,3,GARY LYNDON DYE,Other,5767,384326,,,
2018_H8OR03102,OR_3_2018,OR_3,2018,OREGON,3,TOM HARRISON,Republican,76187,384326,H8OR03102,C,304.2
GEN_001565,OR_3_2018,OR_3,2018,OREGON,3,MARC W KOLLER,Other,21352,384326,,,
GEN_001566,OR_3_2018,OR_3,2018,OREGON,3,MICHAEL MARSH,Other,1487,384326,,,
2018_H6OR03064,OR_3_2018,OR_3,2018,OREGON,3,EARL BLUMENAUER,Democrat,279019,384326,H6OR03064,I,1628249.92
2020_H6OR03064,OR_3_2020,OR_3,2020,OREGON,3,EARL BLUMENAUER,Democrat,343574,470506,H6OR03064,I,1963949.31
GEN_001889,OR_3_2020,OR_3,2020,OREGON,3,JOSH SOLOMON,Other,6869,470506,,,
GEN_001888,OR_3_2020,OR_3,2020,OREGON,3,ALEX C DIBLASI,Other,8872,470506,,,
2020_H0OR03174,OR_3_2020,OR_3,2020,OREGON,3,JOANNA HARBOUR,Republican,110570,470506,H0OR03174,C,14502.36
2010_H0OR04081,OR_4_2010,OR_4,2010,OREGON,4,ART ROBINSON,Republican,129877,298052,H0OR04081,C,1316028.48
2010_H6OR04047,OR_4_2010,OR_4,2010,OREGON,4,PETER A DEFAZIO,Democrat,162416,298052,H6OR04047,I,1484241.19
GEN_000273,OR_4_2010,OR_4,2010,OREGON,4,MIKE BEILSTEIN,Other,5215,298052,,,
GEN_000619,OR_4_2012,OR_4,2012,OREGON,4,CHUCK HUNTTING,Other,6205,360088,,,
2012_H2OR04061,OR_4_2012,OR_4,2012,OREGON,4,ART ROBINSON,Republican,140549,360088,H2OR04061,C,60224.83
2012_H6OR04047,OR_4_2012,OR_4,2012,OREGON,4,PETER A DEFAZIO,Democrat,212866,360088,H6OR04047,I,1401801.78
2014_H0OR04081,OR_4_2014,OR_4,2014,OREGON,4,ART ROBINSON,Republican,116534,310179,H0OR04081,C,611659.15
GEN_000912,OR_4_2014,OR_4,2014,OREGON,4,DAVID L CHESTER,Other,4676,310179,,,
2014_H6OR04047,OR_4_2014,OR_4,2014,OREGON,4,PETER A DEFAZIO,Democrat,181624,310179,H6OR04047,I,1277585.0
GEN_000913,OR_4_2014,OR_4,2014,OREGON,4,MIKE BEILSTEIN,Other,6863,310179,,,
2016_H6OR04047,OR_4_2016,OR_4,2016,OREGON,4,PETER A DEFAZIO,Democrat,220628,397568,H6OR04047,I,886114.95
GEN_001275,OR_4_2016,OR_4,2016,OREGON,4,GIL GUTHRIE,Other,6527,397568,,,
GEN_001276,OR_4_2016,OR_4,2016,OREGON,4,MIKE BEILSTEIN,Other,12194,397568,,,
2016_H0OR04081,OR_4_2016,OR_4,2016,OREGON,4,ART ROBINSON,Republican,157743,397568,H0OR04081,C,57044.96
GEN_001567,OR_4_2018,OR_4,2018,OREGON,4,MIKE BEILSTEIN,Other,5956,372893,,,
GEN_001568,OR_4_2018,OR_4,2018,OREGON,4,RICHARD R JACOBSON,Other,5370,372893,,,
2018_H0OR04081,OR_4_2018,OR_4,2018,OREGON,4,ART ROBINSON,Republican,152414,372893,H0OR04081,C,168255.13
2018_H6OR04047,OR_4_2018,OR_4,2018,OREGON,4,PETER DEFAZIO,Democrat,208710,372893,H6OR04047,I,1388447.69
2020_H0OR04107,OR_4_2020,OR_4,2020,OREGON,4,ALEK SKARLATOS,Republican,216081,467705,H0OR04107,C,5338964.33
2020_H6OR04047,OR_4_2020,OR_4,2020,OREGON,4,PETER A DEFAZIO,Democrat,240950,467705,H6OR04047,I,5884593.25
GEN_001890,OR_4_2020,OR_4,2020,OREGON,4,DANIEL HOFFAY,Other,10118,467705,,,
GEN_000274,OR_5_2010,OR_5,2010,OREGON,5,CHRIS LUGO,Other,7557,283556,,,
2010_H8OR05107,OR_5_2010,OR_5,2010,OREGON,5,KURT SCHRADER,Democrat,145319,283556,H8OR05107,I,1914022.93
2010_H0OR05054,OR_5_2010,OR_5,2010,OREGON,5,SCOTT BRUUN,Republican,130313,283556,H0OR05054,C,1153710.16
GEN_000620,OR_5_2012,OR_5,2012,OREGON,5,CHRISTINA JEAN LUGO,Other,7516,327970,,,
2012_H0OR05047,OR_5_2012,OR_5,2012,OREGON,5,FRED THOMPSON,Republican,139223,327970,H0OR05047,C,33207.22
2012_H8OR05107,OR_5_2012,OR_5,2012,OREGON,5,KURT SCHRADER,Democrat,177229,327970,H8OR05107,I,1197026.63
GEN_000621,OR_5_2012,OR_5,2012,OREGON,5,RAYMOND BALDWIN,Other,3600,327970,,,
GEN_000916,OR_5_2014,OR_5,2014,OREGON,5,RAYMOND BALDWIN,Other,6208,281088,,,
GEN_000914,OR_5_2014,OR_5,2014,OREGON,5,DANIEL K SOUZA,Other,5198,281088,,,
2014_H4OR05239,OR_5_2014,OR_5,2014,OREGON,5,TOOTIE SMITH,Republican,110332,281088,H4OR05239,C,62513.43
GEN_000915,OR_5_2014,OR_5,2014,OREGON,5,MARVIN SANNES,Other,7674,281088,,,
2014_H8OR05107,OR_5_2014,OR_5,2014,OREGON,5,KURT SCHRADER,Democrat,150944,281088,H8OR05107,I,1365699.13
2016_H8OR05107,OR_5_2016,OR_5,2016,OREGON,5,KURT SCHRADER,Democrat,199505,373108,H8OR05107,I,1569297.38
2016_H6OR05143,OR_5_2016,OR_5,2016,OREGON,5,COLM WILLIS,Republican,160443,373108,H6OR05143,C,277853.44
GEN_001277,OR_5_2016,OR_5,2016,OREGON,5,MARVIN SANDNES,Other,12542,373108,,,
GEN_001569,OR_5_2018,OR_5,2018,OREGON,5,DAN SOUZA,Other,6054,358469,,,
2018_H8OR05198,OR_5_2018,OR_5,2018,OREGON,5,MARK CALLAHAN,Republican,149887,358469,H8OR05198,C,35313.09
2018_H8OR05107,OR_5_2018,OR_5,2018,OREGON,5,KURT SCHRADER,Democrat,197187,358469,H8OR05107,I,862328.91
GEN_001570,OR_5_2018,OR_5,2018,OREGON,5,MARVIN SANDNES,Other,4802,358469,,,
2020_H8OR05107,OR_5_2020,OR_5,2020,OREGON,5,KURT SCHRADER,Democrat,234863,452646,H8OR05107,I,1937976.57
2020_H0OR05104,OR_5_2020,OR_5,2020,OREGON,5,AMY RYAN COURSER,Republican,204372,452646,H0OR05104,C,221541.97
GEN_001891,OR_5_2020,OR_5,2020,OREGON,5,MATTHEW JAMES RIX,Other,12640,452646,,,
2010_H0PA10078,PA_10_2010,PA_10,2010,PENNSYLVANIA,10,THOMAS A MARINO,Republican,110599,200445,H0PA10078,C,705071.02
2010_H6PA10109,PA_10_2010,PA_10,2010,PENNSYLVANIA,10,CHRISTOPHER P CARNEY,Democrat,89846,200445,H6PA10109,I,1657586.22
2012_H2PA10090,PA_10_2012,PA_10,2012,PENNSYLVANIA,10,PHILIP SCOLLO,Democrat,94227,273790,H2PA10090,C,182351.28
2012_H0PA10078,PA_10_2012,PA_10,2012,PENNSYLVANIA,10,TOM MARINO,Republican,179563,273790,H0PA10078,I,820221.99
2014_H0PA10078,PA_10_2014,PA_10,2014,PENNSYLVANIA,10,TOM MARINO,Republican,112851,180322,H0PA10078,I,978057.65
2014_H4PA10054,PA_10_2014,PA_10,2014,PENNSYLVANIA,10,SCOTT F BRION,Democrat,44737,180322,H4PA10054,C,191353.76
2014_H4PA10062,PA_10_2014,PA_10,2014,PENNSYLVANIA,10,NICHOLAS TROIANO,Other,22734,180322,H4PA10062,C,165290.47
2016_H0PA10078,PA_10_2016,PA_10,2016,PENNSYLVANIA,10,TOM MARINO,Republican,211282,301105,H0PA10078,I,1001713.54
2016_H6PA10141,PA_10_2016,PA_10,2016,PENNSYLVANIA,10,MIKE MOLESEVICH,Democrat,89823,301105,H6PA10141,C,71898.11
2018_H2PA04135,PA_10_2018,PA_10,2018,PENNSYLVANIA,10,SCOTT G PERRY,Republican,149365,291033,H2PA04135,I,1645975.5
2018_H8PA04090,PA_10_2018,PA_10,2018,PENNSYLVANIA,10,GEORGE B SCOTT,Democrat,141668,291033,H8PA04090,C,2201795.35
2020_H2PA04135,PA_10_2020,PA_10,2020,PENNSYLVANIA,10,SCOTT G PERRY,Republican,208896,391834,H2PA04135,I,3905339.93
2020_H0PA10110,PA_10_2020,PA_10,2020,PENNSYLVANIA,10,EUGENE A DEPASQUALE,Democrat,182938,391834,H0PA10110,C,4538350.26
2010_H2PA11098,PA_11_2010,PA_11,2010,PENNSYLVANIA,11,LOUIS J BARLETTA,Republican,102179,186797,H2PA11098,C,1291165.44
2010_H0PA11050,PA_11_2010,PA_11,2010,PENNSYLVANIA,11,PAUL E KANJORSKI,Democrat,84618,186797,H0PA11050,I,2083659.88
2012_H6PA17120,PA_11_2012,PA_11,2012,PENNSYLVANIA,11,GENE STILP,Democrat,118231,285198,H6PA17120,C,65232.46
2012_H2PA11098,PA_11_2012,PA_11,2012,PENNSYLVANIA,11,LOU BARLETTA,Republican,166967,285198,H2PA11098,I,1335284.52
2014_H2PA11098,PA_11_2014,PA_11,2014,PENNSYLVANIA,11,LOU BARLETTA,Republican,122464,184692,H2PA11098,I,1185781.17
2014_H4PA11052,PA_11_2014,PA_11,2014,PENNSYLVANIA,11,ANDY OSTROWSKI,Democrat,62228,184692,H4PA11052,C,0.0
2016_H2PA11098,PA_11_2016,PA_11,2016,PENNSYLVANIA,11,LOU BARLETTA,Republican,199421,313221,H2PA11098,I,1031942.48
2016_H6PA11073,PA_11_2016,PA_11,2016,PENNSYLVANIA,11,MIKE MARSICANO,Democrat,113800,313221,H6PA11073,C,413748.07
2018_H6PA16320,PA_11_2018,PA_11,2018,PENNSYLVANIA,11,LLOYD K SMUCKER,Republican,163708,277584,H6PA16320,I,1892315.52
2018_H8PA16078,PA_11_2018,PA_11,2018,PENNSYLVANIA,11,JESSICA KING,Democrat,113876,277584,H8PA16078,O,1874912.34
2020_H0PA11183,PA_11_2020,PA_11,2020,PENNSYLVANIA,11,SARAH E HAMMOND,Democrat,141325,383240,H0PA11183,C,23458.48
2020_H6PA16320,PA_11_2020,PA_11,2020,PENNSYLVANIA,11,LLOYD K SMUCKER,Republican,241915,383240,H6PA16320,I,671774.32
GEN_000275,PA_12_2010,PA_12,2010,PENNSYLVANIA,12,TIM BURNS,Republican,91170,185226,,,
2010_H0PA12132,PA_12_2010,PA_12,2010,PENNSYLVANIA,12,MARK S CRITZ,Democrat,94056,185226,H0PA12132,I,2468377.66
2012_H0PA12132,PA_12_2012,PA_12,2012,PENNSYLVANIA,12,MARK S CRITZ,Democrat,163589,338941,H0PA12132,I,2709384.24
2012_H0PA04220,PA_12_2012,PA_12,2012,PENNSYLVANIA,12,KEITH J ROTHFUS,Republican,175352,338941,H0PA04220,C,2015329.53
2014_H4PA12043,PA_12_2014,PA_12,2014,PENNSYLVANIA,12,ERIN MCCLELLAND,Democrat,87928,215921,H4PA12043,C,376714.84
2014_H0PA04220,PA_12_2014,PA_12,2014,PENNSYLVANIA,12,KEITH J ROTHFUS,Republican,127993,215921,H0PA04220,I,1807453.99
2016_H0PA04220,PA_12_2016,PA_12,2016,PENNSYLVANIA,12,KEITH J ROTHFUS,Republican,221851,359204,H0PA04220,I,1674103.8
2016_H4PA12043,PA_12_2016,PA_12,2016,PENNSYLVANIA,12,ERIN R MCCLELLAND,Democrat,137353,359204,H4PA12043,C,247416.97
2018_H8PA05204,PA_12_2018,PA_12,2018,PENNSYLVANIA,12,MARC FRIEDENBERG,Democrat,82825,243872,H8PA05204,C,90405.56
2018_H0PA10078,PA_12_2018,PA_12,2018,PENNSYLVANIA,12,THOMAS A MARINO,Republican,161047,243872,H0PA10078,I,895980.1
2020_H0PA12199,PA_12_2020,PA_12,2020,PENNSYLVANIA,12,LEE GRIFFIN,Democrat,99199,340234,H0PA12199,C,61042.22
2020_H0PA12181,PA_12_2020,PA_12,2020,PENNSYLVANIA,12,FREDERICK B KELLER,Republican,241035,340234,H0PA12181,I,1087700.69
2010_H0PA13080,PA_13_2010,PA_13,2010,PENNSYLVANIA,13,CARSON DEE ADCOCK,Republican,91987,210697,H0PA13080,C,932478.0
2010_H4PA13124,PA_13_2010,PA_13,2010,PENNSYLVANIA,13,ALLYSON Y SCHWARTZ,Democrat,118710,210697,H4PA13124,I,3483292.31
2012_H2PA13110,PA_13_2012,PA_13,2012,PENNSYLVANIA,13,JOSEPH JAMES ROONEY,Republican,93918,303819,H2PA13110,C,172422.01
2012_H4PA13124,PA_13_2012,PA_13,2012,PENNSYLVANIA,13,ALLYSON Y SCHWARTZ,Democrat,209901,303819,H4PA13124,I,1200090.63
2014_H4PA13199,PA_13_2014,PA_13,2014,PENNSYLVANIA,13,BRENDAN F BOYLE,Democrat,123601,184150,H4PA13199,O,956281.24
2014_H0PA13080,PA_13_2014,PA_13,2014,PENNSYLVANIA,13,CARSON DEE ADCOCK,Republican,60549,184150,H0PA13080,O,539202.58
2016_H4PA13199,PA_13_2016,PA_13,2016,PENNSYLVANIA,13,BRENDAN F BOYLE,Democrat,239316,239316,H4PA13199,I,1042401.16
2018_H8PA13125,PA_13_2018,PA_13,2018,PENNSYLVANIA,13,JOHN JOYCE,Republican,178533,253266,H8PA13125,C,1461761.17
2018_H8PA13133,PA_13_2018,PA_13,2018,PENNSYLVANIA,13,BRENT M OTTAWAY,Democrat,74733,253266,H8PA13133,C,30785.2
2020_H0PA13114,PA_13_2020,PA_13,2020,PENNSYLVANIA,13,RAYMOND TODD ROWLEY,Democrat,96612,364401,H0PA13114,C,67527.28
2020_H8PA13125,PA_13_2020,PA_13,2020,PENNSYLVANIA,13,JOHN JOYCE,Republican,267789,364401,H8PA13125,I,477893.24
GEN_000276,PA_14_2010,PA_14,2010,PENNSYLVANIA,14,ED BORTZ,Other,5400,177470,,,
2010_H4PA18131,PA_14_2010,PA_14,2010,PENNSYLVANIA,14,MICHAEL F DOYLE,Democrat,122073,177470,H4PA18131,I,953031.37
2010_H0PA14104,PA_14_2010,PA_14,2010,PENNSYLVANIA,14,MELISSA HALUSZCZAK,Republican,49997,177470,H0PA14104,C,57171.27
2012_H4PA18131,PA_14_2012,PA_14,2012,PENNSYLVANIA,14,MICHAEL F DOYLE,Democrat,251932,327634,H4PA18131,I,757648.99
2012_H2PA14084,PA_14_2012,PA_14,2012,PENNSYLVANIA,14,HANS LESSMANN,Republican,75702,327634,H2PA14084,C,32719.29
2014_H4PA18131,PA_14_2014,PA_14,2014,PENNSYLVANIA,14,MICHAEL F DOYLE,Democrat,148351,148351,H4PA18131,I,861701.05
2016_H4PA18131,PA_14_2016,PA_14,2016,PENNSYLVANIA,14,MICHAEL F DOYLE,Democrat,255293,343292,H4PA18131,I,817551.7
2016_H6PA14192,PA_14_2016,PA_14,2016,PENNSYLVANIA,14,LENNY MCALLISTER,Republican,87999,343292,H6PA14192,C,15689.32
2018_H8PA18199,PA_14_2018,PA_14,2018,PENNSYLVANIA,14,GUY L RESCHENTHALER,Republican,151386,261437,H8PA18199,O,1072888.04
2018_H8PA14065,PA_14_2018,PA_14,2018,PENNSYLVANIA,14,BIBIANA BOERIO,Democrat,110051,261437,H8PA14065,C,666896.95
2020_H0PA14138,PA_14_2020,PA_14,2020,PENNSYLVANIA,14,WILLIAM A MARX,Democrat,131895,373583,H0PA14138,C,45959.25
