race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE
TX_21_2010,TX_21,2010,236545,LAMAR SMITH,Republican,I,LAINEY MELNICK,Democrat,C,41.01,1248307.77,34986.82,14.0,6.8
TX_21_2012,TX_21,2012,308865,LAMAR SMITH,Republican,I,CANDACE E DUVAL,Democrat,C,25.15,1705680.88,57131.76,11.0,-1.1
TX_21_2014,TX_21,2014,188996,LAMAR SMITH,Republican,I,ANTONIO DIAZ,Other,,57.05,1567732.66,,12.0,5.7
TX_21_2016,TX_21,2016,356031,LAMAR SMITH,Republican,I,TOM WAKELY,Democrat,C,20.56,1772750.36,70715.74,12.0,1.1
TX_21_2018,TX_21,2018,353617,CHIP ROY,Republican,O,JOSEPH KOPSER,Democrat,O,2.61,1757842.15,3236438.68,10.0,-8.6
TX_21_2020,TX_21,2020,453750,CHIP ROY,Republican,I,WENDY R DAVIS,Democrat,C,6.6,4771749.89,10366864.91,10.0,-3.1
TX_22_2010,TX_22,2010,208223,PETE OLSON,Republican,I,KESHA ROGERS,Democrat,C,37.68,1311977.06,61667.59,13.0,6.8
TX_22_2012,TX_22,2012,250911,PETE OLSON,Republican,I,KESHA ROGERS,Democrat,C,32.07,1314947.02,40372.74,15.0,-1.1
TX_22_2014,TX_22,2014,151566,PETE OLSON,Republican,I,FRANK BRISCOE,Democrat,,34.98,1299370.0,,15.0,5.7
TX_22_2016,TX_22,2016,305543,PETE OLSON,Republican,I,MARK GIBSON,Democrat,C,19.04,1424608.68,36495.44,15.0,1.1
TX_22_2018,TX_22,2018,297405,PETE OLSON,Republican,I,SRI PRESTON KULKARNI,Democrat,C,4.91,1927405.71,1609335.83,10.0,-8.6
TX_22_2020,TX_22,2020,408048,TROY NEHLS,Republican,O,SRI PRESTON KULKARNI,Democrat,O,6.93,1798160.47,5772741.67,10.0,-3.1
TX_23_2010,TX_23,2010,151534,"FRANCISCO ""QUICO"" CANSECO",Republican,C,CIRO D RODRIGUEZ,Democrat,I,4.95,1822565.56,1678896.95,4.0,6.8
TX_23_2012,TX_23,2012,192169,PETE P GALLEGO,Democrat,C,"FRANCISCO ""QUICO"" CANSECO",Republican,I,4.75,1767937.79,2534134.93,5.0,-1.1
TX_23_2014,TX_23,2014,115429,WILL HURD,Republican,I,PETE P GALLEGO,Democrat,C,2.1,1437693.88,2677952.94,3.0,5.7
TX_23_2016,TX_23,2016,228965,WILL HURD,Republican,I,PETE P GALLEGO,Democrat,C,1.33,4232951.96,2227078.06,3.0,1.1
TX_23_2018,TX_23,2018,210069,WILL HURD,Republican,I,GINA ORTIZ JONES,Democrat,C,0.44,5192900.98,6103697.69,1.0,-8.6
TX_23_2020,TX_23,2020,295457,TONY GONZALES,Republican,,GINA ORTIZ JONES,Democrat,O,3.96,,7005280.05,1.0,-3.1
TX_24_2010,TX_24,2010,122687,KENNY MARCHANT,Republican,I,DAVID SPARKS,Other,,63.14,463728.19,,11.0,6.8
TX_24_2012,TX_24,2012,243489,KENNY MARCHANT,Republican,I,TIM RUSK,Democrat,,25.03,742252.43,,14.0,-1.1
TX_24_2014,TX_24,2014,144073,KENNY MARCHANT,Republican,I,PATRICK MCGEHEARTY,Democrat,C,32.74,431771.68,9517.0,13.0,5.7
TX_24_2016,TX_24,2016,275635,KENNY MARCHANT,Republican,I,JAN MCDOWELL,Democrat,C,16.85,528905.18,21796.25,13.0,1.1
TX_24_2018,TX_24,2018,263418,KENNY E MARCHANT,Republican,I,JAN MCDOWELL,Democrat,C,3.07,1103925.68,95507.42,9.0,-8.6
TX_24_2020,TX_24,2020,344021,BETH VAN DUYNE,Republican,,CANDACE VALENZUELA,Democrat,O,1.33,,4933058.54,9.0,-3.1
TX_25_2010,TX_25,2010,189247,LLOYD DOGGETT,Democrat,I,DONNA CAMPBELL,Republican,C,7.99,1122083.89,765730.46,-6.0,6.8
TX_25_2012,TX_25,2012,263932,ROGER WILLIAMS,Republican,I,ELAINE M HENDERSON,Democrat,C,21.0,3230074.05,12060.36,10.0,-1.1
TX_25_2014,TX_25,2014,177883,ROGER WILLIAMS,Republican,I,MARCO MONTOYA,Democrat,C,23.98,1564454.0,25125.98,12.0,5.7
TX_25_2016,TX_25,2016,310196,ROGER WILLIAMS,Republican,I,KATHI THOMAS,Democrat,C,20.6,1216409.13,52100.87,12.0,1.1
TX_25_2018,TX_25,2018,304553,ROGER WILLIAMS,Republican,I,JULIE OLIVER,Democrat,C,8.75,1647321.88,645926.18,11.0,-8.6
TX_25_2020,TX_25,2020,393523,ROGER WILLIAMS,Republican,I,JULIE OLIVER,Democrat,C,13.82,3358150.96,2214190.51,11.0,-3.1
TX_26_2010,TX_26,2010,180431,MICHAEL C BURGESS,Republican,I,NEIL L DURRANCE,Democrat,C,36.36,1031170.37,106027.97,13.0,6.8
TX_26_2012,TX_26,2012,258723,MICHAEL C BURGESS,Republican,I,DAVID SANCHEZ,Democrat,C,39.58,990101.27,10226.01,20.0,-1.1
TX_26_2014,TX_26,2014,141470,MICHAEL C BURGESS,Republican,I,MARK BOLER,Other,,65.33,1068922.72,,20.0,5.7
TX_26_2016,TX_26,2016,319080,MICHAEL C BURGESS,Republican,I,ERIC MAUCK,Democrat,,36.74,1091006.23,,20.0,1.1
TX_26_2018,TX_26,2018,312505,MICHAEL C BURGESS,Republican,I,LINSEY FAGAN,Democrat,C,20.36,1744861.24,106139.87,18.0,-8.6
TX_26_2020,TX_26,2020,432215,MICHAEL C BURGESS,Republican,I,CAROL H IANNUZZI,Democrat,C,23.36,2102029.75,121500.58,18.0,-3.1
TX_27_2010,TX_27,2010,106531,R BLAKE FARENTHOLD,Republican,C,SOLOMON P ORTIZ,Democrat,I,0.75,562849.26,1244875.56,2.0,6.8
TX_27_2012,TX_27,2012,212651,BLAKE FARENTHOLD,Republican,I,ROSE MEZA HARRISON,Democrat,C,17.54,1197900.08,390919.06,13.0,-1.1
TX_27_2014,TX_27,2014,131047,BLAKE FARENTHOLD,Republican,I,WESLEY REED,Democrat,C,29.91,1081931.76,315648.51,13.0,5.7
TX_27_2016,TX_27,2016,230580,BLAKE FARENTHOLD,Republican,I,"RAUL ""ROY"" BARRERA",Democrat,C,23.39,1113535.86,20852.64,13.0,1.1
TX_27_2018,TX_27,2018,207421,MICHAEL CLOUD,Republican,I,ERIC HOLGUIN,Democrat,C,23.71,688599.86,198801.62,13.0,-8.6
TX_27_2020,TX_27,2020,273253,MICHAEL CLOUD,Republican,I,"RICARDO ""RICK"" DE LA FUENTE",Democrat,C,28.12,834592.18,1262407.84,13.0,-3.1
TX_28_2010,TX_28,2010,111402,HENRY CUELLAR,Democrat,I,BRYAN UNDERWOOD,Republican,C,14.39,1152108.76,150931.8,0.0,6.8
TX_28_2012,TX_28,2012,165645,HENRY CUELLAR,Democrat,I,WILLIAM R HAYWARD,Republican,,38.12,1279635.52,,-2.0,-1.1
TX_28_2014,TX_28,2014,76136,HENRY CUELLAR,Democrat,I,WILLIAM AIKENS,Other,,68.77,937077.56,,-7.0,5.7
TX_28_2016,TX_28,2016,184442,HENRY CUELLAR,Democrat,I,ZEFFEN HARDIN,Republican,,34.89,929900.1,,-7.0,1.1
TX_28_2018,TX_28,2018,139226,HENRY CUELLAR,Democrat,I,ARTHUR THOMAS IV,Other,,68.78,1191861.58,,-9.0,-8.6
TX_28_2020,TX_28,2020,235844,HENRY CUELLAR,Democrat,I,SANDRA WHITTEN,Republican,C,19.32,3747550.47,27427.88,-9.0,-3.1
TX_29_2010,TX_29,2010,66948,GENE GREEN,Democrat,I,ROY MORALES,Republican,C,30.52,1102025.69,296797.4,-8.0,6.8
TX_29_2012,TX_29,2012,95611,GENE GREEN,Democrat,I,JAMES STANCZAK,Other,,84.78,721458.54,,-8.0,-1.1
TX_29_2014,TX_29,2014,46143,GENE GREEN,Democrat,I,JAMES STANCZAK,Other,,79.1,687925.69,,-12.0,5.7
TX_29_2016,TX_29,2016,131982,GENE GREEN,Democrat,I,JULIO GARZA,Republican,,48.49,1908763.16,,-12.0,1.1
TX_29_2018,TX_29,2018,117494,SYLVIA R GARCIA,Democrat,O,PHILLIP ARONOFF,Republican,O,51.14,1062440.62,98484.59,-19.0,-8.6
TX_29_2020,TX_29,2020,156473,SYLVIA R GARCIA,Democrat,I,JAIMY Z BLANCO,Republican,C,43.76,795553.0,20055.2,-19.0,-3.1
TX_2_2010,TX_2,2010,146731,TED POE,Republican,I,DAVID W SMITH,Other,,77.22,569845.82,,13.0,6.8
TX_2_2012,TX_2,2012,246328,TED POE,Republican,I,JIM DOUGHERTY,Democrat,C,32.13,480982.47,47945.41,16.0,-1.1
TX_2_2014,TX_2,2014,150026,TED POE,Republican,I,NIKO LETSOS,Democrat,,38.31,507175.73,,16.0,5.7
TX_2_2016,TX_2,2016,278236,TED POE,Republican,I,PAT BRYAN,Democrat,C,24.61,623230.11,13900.98,16.0,1.1
TX_2_2018,TX_2,2018,263392,DAN CRENSHAW,Republican,O,TODD LITTON,Democrat,O,7.29,1844245.24,1515116.21,11.0,-8.6
TX_2_2020,TX_2,2020,346726,DAN CRENSHAW,Republican,I,SIMA LADJEVARDIAN,Democrat,C,12.82,17654095.49,3886672.48,11.0,-3.1
TX_30_2010,TX_30,2010,113978,EDDIE BERNICE JOHNSON,Democrat,I,STEPHEN E BRODEN,Republican,C,54.09,572967.89,662763.66,-27.0,6.8
TX_30_2012,TX_30,2012,217014,EDDIE BERNICE JOHNSON,Democrat,I,TRAVIS WASHINGTON JR,Republican,C,59.83,882303.45,7705.0,-23.0,-1.1
TX_30_2014,TX_30,2014,105793,EDDIE BERNICE JOHNSON,Democrat,I,MAX W KOCH III,Other,,81.18,549362.09,,-27.0,5.7
TX_30_2016,TX_30,2016,218826,EDDIE BERNICE JOHNSON,Democrat,I,CHARLES LINGERFELT,Republican,,58.94,375432.46,,-27.0,1.1
TX_30_2018,TX_30,2018,183174,EDDIE BERNICE JOHNSON,Democrat,I,SHAWN JONES,Other,,82.1,271717.09,,-29.0,-8.6
TX_30_2020,TX_30,2020,264464,EDDIE BERNICE JOHNSON,Democrat,I,TRE PENNIE,Republican,C,59.08,496546.98,305887.93,-18.0,-3.1
TX_31_2010,TX_31,2010,153119,JOHN R CARTER,Republican,I,BILL OLIVER,Other,,65.08,712429.7,,14.0,6.8
TX_31_2012,TX_31,2012,237187,JOHN R CARTER,Republican,I,STEPHEN M WYMAN,Democrat,,26.3,757982.69,,13.0,-1.1
TX_31_2014,TX_31,2014,143028,JOHN R CARTER,Republican,I,LOUIE MINOR,Democrat,C,32.09,862690.1,67648.66,12.0,5.7
TX_31_2016,TX_31,2016,284588,JOHN R CARTER,Republican,I,MIKE CLARK,Democrat,C,21.86,1257077.88,27234.94,12.0,1.1
TX_31_2018,TX_31,2018,286007,JOHN CARTER,Republican,I,"MARY JENNINGS ""MJ"" HEGAR",Democrat,C,2.91,1968957.43,5069600.64,10.0,-8.6
TX_31_2020,TX_31,2020,398057,JOHN R CARTER,Republican,I,DONNA IMAM,Democrat,C,9.14,2223167.18,1242218.22,10.0,-3.1
TX_32_2010,TX_32,2010,126869,PETE SESSIONS,Republican,I,GRIER RAGGIO,Democrat,C,27.73,1932338.67,657354.42,8.0,6.8
TX_32_2012,TX_32,2012,251636,PETE SESSIONS,Republican,I,KATHERINE SAVERS MCGOVERN,Democrat,C,18.82,1716842.95,79146.85,10.0,-1.1
TX_32_2014,TX_32,2014,156096,PETE SESSIONS,Republican,I,FRANK PEREZ,Democrat,C,26.37,3015805.12,8388.8,10.0,5.7
TX_32_2016,TX_32,2016,229171,PETE SESSIONS,Republican,I,ED RANKIN,Other,,52.09,2572845.8,,10.0,1.1
TX_32_2018,TX_32,2018,275620,COLIN ALLRED,Democrat,C,PETE SESSIONS,Republican,I,6.52,5869234.53,5225907.24,5.0,-8.6
TX_32_2020,TX_32,2020,343687,COLIN Z ALLRED,Democrat,I,GENEVIEVE COLLINS,Republican,C,6.02,5721622.7,6006854.31,5.0,-3.1
TX_33_2012,TX_33,2012,117375,MARC VEASEY,Democrat,O,CHUCK BRADLEY,Republican,,46.74,1198195.07,,-14.0,-1.1
TX_33_2014,TX_33,2014,50592,MARC A VEASEY,Democrat,I,JASON REEVES,Other,,73.03,1224552.49,,-18.0,5.7
TX_33_2016,TX_33,2016,126369,MARC A VEASEY,Democrat,I,M MARK MITCHELL,Republican,C,47.42,1243464.9,34933.34,-18.0,1.1
TX_33_2018,TX_33,2018,119224,MARC VEASEY,Democrat,I,WILLIE BILLUPS,Republican,C,54.26,1409498.33,60062.25,-23.0,-8.6
TX_33_2020,TX_33,2020,157606,MARC A VEASEY,Democrat,I,FABIAN CORDOVA VASQUEZ,Republican,C,41.67,1631328.46,25584.96,-23.0,-3.1
TX_34_2012,TX_34,2012,144778,FILEMON VELA,Democrat,I,JESSICA PUENTE BRADSHAW,Republican,C,25.67,789597.93,81702.47,-3.0,-1.1
TX_34_2014,TX_34,2014,79877,FILEMON VELA,Democrat,I,LARRY S SMITH,Republican,C,20.9,867734.58,121835.61,-8.0,5.7
TX_34_2016,TX_34,2016,166961,FILEMON VELA,Democrat,I,REY GONZALEZ JR,Republican,,25.34,1067282.32,,-8.0,1.1
TX_34_2018,TX_34,2018,143068,FILEMON B VELA,Democrat,I,REY GONZALEZ,Republican,C,19.98,726634.62,95421.53,-10.0,-8.6
TX_34_2020,TX_34,2020,201027,FILEMON VELA,Democrat,I,REY GONZALEZ,Republican,C,13.59,1034382.25,37445.83,-10.0,-3.1
TX_35_2012,TX_35,2012,165179,LLOYD DOGGETT,Democrat,I,SUSAN NARVAIZ,Republican,C,31.92,1977379.71,182597.02,-9.0,-1.1
TX_35_2014,TX_35,2014,96225,LLOYD DOGGETT,Democrat,I,SUSAN NARVAIZ,Republican,C,29.19,630989.94,243950.43,-11.0,5.7
TX_35_2016,TX_35,2016,197576,LLOYD DOGGETT,Democrat,I,SUSAN NARVAIZ,Republican,C,31.5,421687.18,132593.04,-11.0,1.1
TX_35_2018,TX_35,2018,194067,LLOYD DOGGETT,Democrat,I,DAVID SMALLING,Republican,C,45.2,513675.72,46370.89,-15.0,-8.6
TX_35_2020,TX_35,2020,269797,LLOYD DOGGETT,Democrat,I,JENNY GARCIA SHARON,Republican,C,35.43,425736.96,14442.45,-15.0,-3.1
TX_36_2012,TX_36,2012,233832,STEVE STOCKMAN,Republican,I,MAX MARTIN,Democrat,C,44.16,368711.87,2701.0,20.0,-1.1
TX_36_2014,TX_36,2014,133842,BRIAN BABIN,Republican,O,MICHAEL K COLE,Democrat,O,53.88,972204.8,25051.35,25.0,5.7
TX_36_2016,TX_36,2016,218565,BRIAN BABIN,Republican,I,HAL J RIDLEY JR,Other,,77.22,724373.84,,25.0,1.1
TX_36_2018,TX_36,2018,221956,BRIAN BABIN,Republican,I,DAYNA STEELE,Democrat,C,45.12,1000300.37,901866.46,26.0,-8.6
TX_36_2020,TX_36,2020,302549,BRIAN BABIN,Republican,I,RASHAD LEWIS,Democrat,C,49.35,1310866.02,12277.65,26.0,-3.1
TX_3_2010,TX_3,2010,152652,SAM JOHNSON,Republican,I,JOHN LINGENFELDER,Democrat,C,34.94,820491.21,154857.18,14.0,6.8
TX_3_2014,TX_3,2014,138280,SAM JOHNSON,Republican,I,PAUL BLAIR,Other,,64.02,1261811.69,,17.0,5.7
TX_3_2016,TX_3,2016,316467,SAM JOHNSON,Republican,I,ADAM P BELL,Democrat,,26.63,1181909.94,,17.0,1.1
TX_3_2018,TX_3,2018,312511,VAN TAYLOR,Republican,,LORIE BURCH,Democrat,O,10.01,,322136.33,13.0,-8.6
TX_3_2020,TX_3,2020,418591,VAN TAYLOR,Republican,I,LULU SEIKALY,Democrat,C,12.2,,1654038.39,13.0,-3.1
TX_4_2010,TX_4,2010,186286,RALPH M HALL,Republican,I,VALINDA HATHCOX,Democrat,C,51.19,776141.98,15902.8,21.0,6.8
TX_4_2012,TX_4,2012,250343,RALPH M HALL,Republican,I,VALINDA HATHCOX,Democrat,,48.92,624336.88,,21.0,-1.1
TX_4_2016,TX_4,2016,246220,JOHN RATCLIFFE,Republican,I,CODY WOMMACK,Other,,75.98,910934.89,,25.0,1.1
TX_4_2018,TX_4,2018,249245,JOHN RATCLIFFE,Republican,I,CATHERINE KRANTZ,Democrat,C,52.67,841902.61,34031.58,28.0,-8.6
TX_4_2020,TX_4,2020,337803,PAT FALLON,Republican,C,RUSSELL FOSTER,Democrat,I,52.55,95067.54,,28.0,-3.1
TX_5_2010,TX_5,2010,151349,JEB HENSARLING,Republican,I,TOM BERRY,Democrat,,43.01,1804771.18,,17.0,6.8
TX_5_2012,TX_5,2012,208230,JEB HENSARLING,Republican,I,LINDA S MROSKO,Democrat,C,31.17,2583174.15,7842.5,15.0,-1.1
TX_5_2014,TX_5,2014,104262,JEB HENSARLING,Republican,I,KEN ASHBY,Other,,70.72,3408251.99,,17.0,5.7
TX_5_2016,TX_5,2016,192875,JEB HENSARLING,Republican,I,KEN ASHBY,Other,,61.21,3207303.01,,17.0,1.1
TX_5_2018,TX_5,2018,209507,LANCE GOODEN,Republican,O,DAN WOOD,Democrat,,24.8,884794.07,,16.0,-8.6
TX_5_2020,TX_5,2020,280413,LANCE GOODEN,Republican,I,CAROLYN SALTER,Democrat,C,26.07,1311982.56,290261.65,16.0,-3.1
TX_6_2010,TX_6,2010,162557,JOE BARTON,Republican,I,DAVID E COZAD,Democrat,C,34.71,2255364.08,24895.45,15.0,6.8
TX_6_2012,TX_6,2012,249936,JOE BARTON,Republican,I,KENNETH SANDERS,Democrat,C,18.79,2152615.75,135452.27,15.0,-1.1
TX_6_2014,TX_6,2014,150996,JOE BARTON,Republican,I,DAVID E COZAD,Democrat,C,24.71,1659725.24,12826.87,11.0,5.7
TX_6_2016,TX_6,2016,273296,JOE BARTON,Republican,I,RUBY FAYE WOOLRIDGE,Democrat,C,19.31,1348463.14,22557.19,11.0,1.1
TX_6_2018,TX_6,2018,256042,RON WRIGHT,Republican,O,JANA LYNNE SANCHEZ,Democrat,O,7.66,704664.14,718241.7,9.0,-8.6
TX_6_2020,TX_6,2020,339992,RON WRIGHT,Republican,I,STEPHEN DANIEL,Democrat,C,8.82,919091.38,678986.91,9.0,-3.1
TX_7_2010,TX_7,2010,176378,JOHN ABNEY CULBERSON,Republican,I,BOB TOWNSEND,Other,,63.47,771544.01,,13.0,6.8
TX_7_2012,TX_7,2012,234837,JOHN ABNEY CULBERSON,Republican,I,JAMES CARGAS,Democrat,C,24.37,846830.82,75853.73,14.0,-1.1
TX_7_2014,TX_7,2014,143219,JOHN ABNEY CULBERSON,Republican,I,JAMES CARGAS,Democrat,C,28.72,691303.71,74635.38,13.0,5.7
TX_7_2016,TX_7,2016,255533,JOHN ABNEY CULBERSON,Republican,I,JAMES CARGAS,Democrat,C,12.35,1195460.96,62159.16,13.0,1.1
TX_7_2018,TX_7,2018,243601,LIZZIE PANNILL FLETCHER,Democrat,,JOHN CULBERSON,Republican,I,5.06,,3542492.23,7.0,-8.6
TX_7_2020,TX_7,2020,314125,LIZZIE FLETCHER,Democrat,I,WESLEY HUNT,Republican,C,3.33,,7387924.47,7.0,-3.1
TX_8_2010,TX_8,2010,201099,KEVIN BRADY,Republican,I,KENT HARGETT,Democrat,,63.02,945192.5,,25.0,6.8
TX_8_2012,TX_8,2012,251052,KEVIN BRADY,Republican,I,NEIL BURNS,Democrat,C,56.96,1268522.45,10871.38,26.0,-1.1
TX_8_2014,TX_8,2014,140013,KEVIN BRADY,Republican,I,KEN PETTY,Other,,78.65,2184911.66,,29.0,5.7
TX_8_2018,TX_8,2018,273170,KEVIN BRADY,Republican,I,STEVEN DAVID,Democrat,C,48.57,6020897.99,30263.0,28.0,-8.6
TX_8_2020,TX_8,2020,382471,KEVIN BRADY,Republican,I,ELIZABETH HERNANDEZ,Democrat,C,47.04,3200482.04,15160.97,28.0,-3.1
TX_9_2010,TX_9,2010,105767,AL GREEN,Democrat,I,STEVE MUELLER,Republican,C,52.86,357610.99,15712.99,-22.0,6.8
TX_9_2012,TX_9,2012,183566,AL GREEN,Democrat,I,STEVE MUELLER,Republican,C,58.8,451380.78,4009.33,-21.0,-1.1
TX_9_2014,TX_9,2014,86003,AL GREEN,Democrat,I,JOHNNY JOHNSON,Other,,81.64,490232.64,,-25.0,5.7
TX_9_2016,TX_9,2016,188523,AL GREEN,Democrat,I,JEFF MARTIN,Republican,,61.29,602159.38,,-25.0,1.1
TX_9_2018,TX_9,2018,153001,AL GREEN,Democrat,I,PHIL KURTZ,Other,,85.17,544539.16,,-29.0,-8.6
TX_9_2020,TX_9,2020,229107,AL GREEN,Democrat,I,JOHNNY TEAGUE,Republican,C,53.85,502385.88,88365.87,-29.0,-3.1
UT_1_2010,UT_1,2010,195462,ROB BISHOP,Republican,I,MORGAN E BOWEN,Democrat,C,45.27,302771.01,11309.0,21.0,6.8
UT_1_2012,UT_1,2012,245528,ROB BISHOP,Republican,I,DONNA M MCALEER,Democrat,C,46.79,403467.05,229529.43,25.0,-1.1
UT_1_2014,UT_1,2014,130034,ROB BISHOP,Republican,I,DONNA MCALEER,Democrat,C,36.77,527674.89,268195.7,27.0,5.7
UT_1_2016,UT_1,2016,277451,ROB BISHOP,Republican,I,PETER C CLEMENS,Democrat,C,39.48,896634.73,123025.05,27.0,1.1
UT_1_2018,UT_1,2018,254333,ROB BISHOP,Republican,I,LEE CASTILLO,Democrat,C,36.72,1043801.42,25997.0,26.0,-8.6
UT_1_2020,UT_1,2020,342351,BLAKE DAVID MOORE,Republican,O,DARREN PARRY,Democrat,O,39.08,835315.33,44486.63,26.0,-3.1
UT_2_2010,UT_2,2010,251847,JIM MATHESON,Democrat,I,MORGAN PHILPOT,Republican,C,4.43,2465527.17,386466.7,15.0,6.8
UT_2_2012,UT_2,2012,248545,CHRIS STEWART,Republican,I,JAY SEEGMILLER,Democrat,C,28.71,499660.12,95929.04,16.0,-1.1
UT_2_2014,UT_2,2014,146188,CHRIS STEWART,Republican,I,LUZ ROBLES,Democrat,C,28.27,665016.23,147221.67,18.0,5.7
UT_2_2016,UT_2,2016,276819,CHRIS STEWART,Republican,I,CHARLENE ALBARRAN,Democrat,C,27.72,958040.77,585324.92,18.0,1.1
UT_2_2018,UT_2,2018,270044,CHRIS STEWART,Republican,I,SHIREEN GHORBANI,Democrat,C,17.2,938943.7,442738.79,16.0,-8.6
UT_2_2020,UT_2,2020,354224,CHRIS STEWART,Republican,I,KAEL WESTON,Democrat,C,22.37,929210.17,307704.78,16.0,-3.1
UT_3_2010,UT_3,2010,193186,JASON CHAFFETZ,Republican,I,KAREN HYER,Democrat,C,49.38,540645.58,23817.55,26.0,6.8
UT_3_2012,UT_3,2012,259547,JASON CHAFFETZ,Republican,I,SOREN D SIMONSEN,Democrat,C,53.21,830114.5,30781.68,25.0,-1.1
UT_3_2014,UT_3,2014,142580,JASON CHAFFETZ,Republican,I,BRIAN WONNACOTT,Democrat,,49.72,785880.88,,28.0,5.7
UT_3_2016,UT_3,2016,285305,JASON CHAFFETZ,Republican,I,STEPHEN P TRYON,Democrat,C,46.92,1308015.97,63405.51,28.0,1.1
UT_3_2018,UT_3,2018,258858,JOHN CURTIS,Republican,I,JAMES COURAGE SINGER,Democrat,C,40.24,1463994.23,33609.35,25.0,-8.6
UT_3_2020,UT_3,2020,358927,JOHN R CURTIS,Republican,I,DEVIN D THORPE,Democrat,C,41.96,718455.03,191088.2,25.0,-3.1
UT_4_2012,UT_4,2012,245277,JIM MATHESON,Democrat,I,MIA B LOVE,Republican,C,0.31,2384427.1,2370443.71,14.0,-1.1
UT_4_2014,UT_4,2014,147168,MIA B LOVE,Republican,O,DOUG OWENS,Democrat,O,5.1,5159839.83,866594.58,16.0,5.7
UT_4_2016,UT_4,2016,274569,MIA B LOVE,Republican,I,DOUG OWENS,Democrat,C,12.45,5576207.69,2103032.24,16.0,1.1
UT_4_2018,UT_4,2018,269271,BEN MCADAMS,Democrat,C,MIA B LOVE,Republican,I,0.26,3306517.59,5951840.23,13.0,-8.6
UT_4_2020,UT_4,2020,376730,BURGESS OWENS,Republican,C,BEN MCADAMS,Democrat,I,1.0,5068995.95,5580074.1,13.0,-3.1
VA_10_2010,VA_10,2010,208556,FRANK R WOLF,Republican,I,JEFFERY R BARNETT,Democrat,C,28.06,1305502.56,581364.09,2.0,6.8
VA_10_2012,VA_10,2012,366444,FRANK R WOLF,Republican,I,KRISTIN A CABRAL,Democrat,C,19.65,1020032.15,280021.19,4.0,-1.1
VA_10_2014,VA_10,2014,222910,BARBARA J COMSTOCK,Republican,O,JOHN W FOUST,Democrat,O,16.13,3403549.82,3036063.25,2.0,5.7
VA_10_2016,VA_10,2016,400083,BARBARA COMSTOCK,Republican,I,LUANN L BENNETT,Democrat,C,5.77,5342922.33,2847964.19,2.0,1.1
VA_10_2018,VA_10,2018,367795,JENNIFER T WEXTON,Democrat,C,BARBARA J COMSTOCK,Republican,I,12.38,6115334.19,6456797.13,-1.0,-8.6
VA_10_2020,VA_10,2020,475546,JENNIFER WEXTON,Democrat,I,ALISCIA N ANDREWS,Republican,C,13.14,1901911.61,1419877.44,-1.0,-3.1
VA_11_2010,VA_11,2010,226951,GERALD E CONNOLLY,Democrat,I,KEITH S FIMIAN,Republican,C,0.43,2466046.31,2869716.96,-2.0,6.8
VA_11_2012,VA_11,2012,332243,GERALD E CONNOLLY,Democrat,I,CHRIS S PERKINS,Republican,C,24.58,1396232.09,531423.6,-7.0,-1.1
VA_11_2014,VA_11,2014,187805,GERALD E CONNOLLY,Democrat,I,SUZANNE K SCHOLTE,Republican,C,16.5,1455122.86,276141.63,-10.0,5.7
VA_11_2018,VA_11,2018,308250,GERALD EDWARD CONNOLLY,Democrat,I,JEFF A DOVE JR,Republican,C,44.17,1672905.46,657964.85,-15.0,-8.6
VA_11_2020,VA_11,2020,393241,GERALD E CONNOLLY,Democrat,I,MANGA A ANANTATMULA,Republican,C,43.06,1832941.47,268325.5,-15.0,-3.1
VA_1_2010,VA_1,2010,212236,ROBERT J WITTMAN,Republican,I,KRYSTAL M BALL,Democrat,C,29.09,971826.81,1086494.07,7.0,6.8
VA_1_2012,VA_1,2012,356806,ROBERT J WITTMAN,Republican,I,ADAM M COOK,Democrat,C,15.08,764995.04,194342.83,8.0,-1.1
VA_1_2014,VA_1,2014,209621,ROBERT J WITTMAN,Republican,I,"NORMAN G ""NORM"" MOSHER",Democrat,C,28.53,866738.26,108214.29,6.0,5.7
VA_1_2016,VA_1,2016,384601,ROBERT J WITTMAN,Republican,I,"M D ""MATT"" ROWE",Democrat,C,23.25,1050400.71,46846.56,8.0,1.1
VA_1_2018,VA_1,2018,332101,"ROBERT J ""ROB"" WITTMAN",Republican,I,VANGIE A WILLIAMS,Democrat,C,10.47,2103338.52,366217.03,8.0,-8.6
VA_1_2020,VA_1,2020,448178,ROBERT J WITTMAN,Republican,I,QASIM RASHID,Democrat,C,16.44,2190582.01,1592852.54,8.0,-3.1
VA_2_2010,VA_2,2010,166289,E SCOTT RIGELL,Republican,C,GLENN C NYE,Democrat,I,10.67,4601652.98,2274818.12,5.0,6.8
VA_2_2012,VA_2,2012,309222,E SCOTT RIGELL,Republican,I,PAUL O HIRSCHBIEL JR,Democrat,C,7.66,2604370.2,2003888.41,5.0,-1.1
VA_2_2014,VA_2,2014,173060,E SCOTT RIGELL,Republican,I,SUZANNE D PATRICK,Democrat,C,17.55,1605821.48,876469.57,2.0,5.7
VA_2_2016,VA_2,2016,310567,SCOTT W TAYLOR,Republican,O,SHAUN D BROWN,Democrat,O,22.87,806017.6,33849.46,4.0,1.1
